business_id,date,description,result,score,type
488021,20160202,,,96,routine
488021,20161216,,,97,routine
488021,20161215,,,,routine
488021,20131113,,,94,routine
488021,20130226,,,95,routine
488021,20120919,,,,followup
488021,20140724,,,,followup
488021,20140723,,,91,routine
488021,20150408,,,99,routine
973398,20151202,,,90,routine
973398,20160816,,,92,routine
973398,20160816,,,,followup
973398,20160811,,,80,routine
973398,20160811,,,,followup
973398,20161216,,,96,routine
973398,20161216,,,,followup
973398,20161215,,,,followup
973398,20161214,,,84,routine
591833,20150630,,,94,routine
591833,20141009,,,95,routine
591833,20140428,,,98,routine
591833,20160127,,,95,routine
591833,20161215,,,96,routine
591833,20161215,,,,followup
591833,20161214,,,,routine
498820,20131106,,,98,routine
498820,20131106,,,,routine
498820,20130320,,,100,routine
498820,20130320,,,,routine
498820,20121012,,,99,routine
498820,20121012,,,98,routine
498820,20121012,,,,routine
498820,20150903,,,100,routine
498820,20150903,,,99,routine
498820,20150903,,,,routine
498820,20141231,,,100,routine
498820,20141231,,,98,routine
498820,20141231,,,,routine
498820,20140409,,,100,routine
498820,20140409,,,98,routine
498820,20140409,,,95,routine
498820,20160516,,,100,routine
498820,20160516,,,98,routine
498820,20160516,,,,followup
498820,20160516,,,,followup
498820,20160516,,,,routine
498820,20160516,,,,routine
498820,20160516,,,,routine
498820,20161215,,,100,routine
498820,20161215,,,100,routine
498820,20161215,,,,routine
558110,20140219,,,,followup
558110,20140211,,,95,routine
558110,20150921,,,,followup
558110,20150831,,,94,routine
558110,20141010,,,95,routine
558110,20160328,,,98,routine
558110,20161215,,,,followup
558110,20161214,,,,routine
558110,20161214,,,,followup
146695,20140203,,,94,routine
146695,20130517,,,96,routine
146695,20130104,,,,followup
146695,20141112,,,,followup
146695,20141023,,,92,routine
146695,20140204,,,,followup
146695,20151208,,,96,routine
146695,20150805,,,,followup
146695,20150714,,,91,routine
146695,20160608,,,95,routine
146695,20161214,,,92,routine
146695,20161214,,,,followup
347751,20130305,,,,followup
347751,20130228,,,,followup
347751,20130221,,,90,routine
347751,20140506,,,93,routine
347751,20150827,,,92,routine
347751,20141125,,,92,routine
347751,20140528,,,,followup
347751,20160405,,,91,routine
347751,20161103,,,96,routine
347751,20161214,,,98,routine
246857,20131122,,,98,routine
246857,20120724,,,98,routine
246857,20110629,,,,followup
246857,20151209,,,100,routine
246857,20150609,,,,followup
246857,20141202,,,100,routine
246857,20161214,,,100,routine
420024,20120217,,,98,routine
420024,20110527,,,95,routine
420024,20151211,,,99,routine
420024,20141210,,,95,routine
420024,20130422,,,95,routine
420024,20161214,,,100,routine
375628,20120814,,,98,routine
375628,20110621,,,92,routine
375628,20151209,,,99,routine
375628,20141125,,,100,routine
375628,20131121,,,96,routine
375628,20161214,,,100,routine
245391,20120221,,,94,routine
245391,20110408,,,,followup
245391,20151208,,,95,routine
245391,20140825,,,94,routine
245391,20130801,,,95,routine
245391,20161214,,,100,routine
386936,20130620,,,91,routine
386936,20120706,,,91,routine
386936,20120327,,,,followup
386936,20140508,,,,followup
386936,20140423,,,90,routine
386936,20150311,,,92,routine
386936,20150318,,,,followup
386936,20150827,,,99,routine
386936,20150410,,,,followup
386936,20150401,,,,followup
386936,20160226,,,,followup
386936,20160219,,,91,routine
386936,20161214,,,92,routine
337263,20120723,,,100,routine
337263,20110701,,,100,routine
337263,20151120,,,100,routine
337263,20140902,,,100,routine
337263,20130826,,,100,routine
337263,20161214,,,98,routine
375648,20120315,,,97,routine
375648,20110318,,,100,routine
375648,20151208,,,98,routine
375648,20141023,,,93,routine
375648,20130517,,,96,routine
375648,20161214,,,95,routine
576805,20150225,,,96,routine
576805,20140407,,,96,routine
576805,20160108,,,97,routine
576805,20161214,,,97,routine
990790,20160407,,,92,routine
990790,20161214,,,,followup
990790,20161213,,,85,routine
990790,20161213,,,,followup
504285,20130711,,,98,routine
504285,20121011,,,95,routine
504285,20120306,,,98,routine
504285,20150723,,,99,routine
504285,20141113,,,99,routine
504285,20140416,,,96,routine
504285,20160329,,,97,routine
504285,20160509,,,95,routine
504285,20160509,,,,followup
504285,20161214,,,94,routine
504285,20161214,,,,followup
314692,20130903,,,94,routine
314692,20121227,,,93,routine
314692,20120321,,,93,routine
314692,20141014,,,,followup
314692,20141003,,,91,routine
314692,20140401,,,97,routine
314692,20150929,,,96,routine
314692,20150717,,,,followup
314692,20150709,,,90,routine
314692,20160314,,,97,routine
314692,20161214,,,95,routine
265873,20121206,,,100,routine
265873,20110902,,,100,routine
265873,20151123,,,97,routine
265873,20141217,,,98,routine
265873,20131216,,,100,routine
265873,20161214,,,100,routine
499850,20120312,,,97,routine
499850,20110202,,,99,routine
499850,20151120,,,98,routine
499850,20140827,,,100,routine
499850,20130619,,,99,routine
499850,20161214,,,98,routine
442638,20121023,,,,followup
442638,20121003,,,,routine
442638,20151221,,,90,routine
442638,20141203,,,97,routine
442638,20131211,,,98,routine
442638,20161115,,,92,routine
442638,20161115,,,,followup
442638,20161214,,,,followup
325254,20131114,,,99,routine
325254,20131114,,,97,routine
325254,20130417,,,98,routine
325254,20130417,,,,routine
325254,20120530,,,97,routine
325254,20120530,,,,routine
325254,20150109,,,99,routine
325254,20150109,,,97,routine
325254,20150109,,,,routine
325254,20140612,,,96,routine
325254,20140612,,,,routine
325254,20150915,,,98,routine
325254,20150915,,,98,routine
325254,20150915,,,97,routine
325254,20150915,,,,routine
325254,20150304,,,,routine
325254,20150116,,,,followup
325254,20150116,,,,followup
325254,20160222,,,100,routine
325254,20160222,,,99,routine
325254,20160222,,,98,routine
325254,20161214,,,98,routine
325254,20161214,,,98,routine
325254,20161214,,,,routine
229399,20120727,,,,routine
229399,20130226,,,96,routine
229399,20130222,,,,routine
229399,20150213,,,100,routine
229399,20130312,,,100,routine
229399,20151229,,,94,routine
229399,20150213,,,99,routine
229399,20140917,,,96,routine
229399,20160519,,,100,routine
229399,20161214,,,93,routine
387092,20130923,,,100,routine
387092,20130129,,,100,routine
387092,20120703,,,97,routine
387092,20150109,,,99,routine
387092,20151221,,,98,routine
387092,20150109,,,100,routine
387092,20140304,,,99,routine
387092,20161214,,,99,routine
488439,20131010,,,95,routine
488439,20121011,,,98,routine
488439,20120202,,,94,routine
488439,20150708,,,,followup
488439,20150527,,,96,routine
488439,20140806,,,97,routine
488439,20160427,,,,followup
488439,20160420,,,97,routine
488439,20161214,,,95,routine
238795,20130625,,,98,routine
238795,20121024,,,93,routine
238795,20120207,,,94,routine
238795,20150914,,,98,routine
238795,20150211,,,97,routine
238795,20140519,,,96,routine
238795,20160419,,,98,routine
238795,20161214,,,95,routine
90452,20130710,,,,followup
90452,20130702,,,95,routine
90452,20121211,,,99,routine
90452,20140909,,,90,routine
90452,20140411,,,,followup
90452,20150803,,,96,routine
90452,20150717,,,100,routine
90452,20140923,,,,followup
90452,20160322,,,90,routine
90452,20160330,,,,followup
90452,20160523,,,,followup
90452,20161214,,,97,routine
420141,20130430,,,98,routine
420141,20120705,,,98,routine
420141,20150508,,,97,routine
420141,20141007,,,98,routine
420141,20131115,,,95,routine
420141,20160129,,,97,routine
420141,20161214,,,97,routine
96933,20120723,,,98,routine
96933,20110725,,,100,routine
96933,20151120,,,100,routine
96933,20140902,,,100,routine
96933,20130826,,,100,routine
96933,20161214,,,100,routine
481178,20130410,,,98,routine
481178,20120702,,,,routine
481178,20120110,,,,routine
481178,20131017,,,,routine
481178,20150128,,,99,routine
481178,20140417,,,98,routine
481178,20131017,,,99,routine
481178,20160108,,,91,routine
481178,20161214,,,96,routine
481178,20161214,,,,followup
973252,20151215,,,99,routine
973252,20161214,,,97,routine
162322,20140122,,,,followup
162322,20140108,,,96,routine
162322,20140108,,,,followup
162322,20131126,,,98,routine
162322,20150113,,,92,routine
162322,20151211,,,,followup
162322,20151116,,,96,routine
162322,20150623,,,96,routine
162322,20160725,,,96,routine
162322,20161214,,,92,routine
496406,20120308,,,98,routine
496406,20110203,,,96,routine
496406,20151207,,,100,routine
496406,20141118,,,98,routine
496406,20130618,,,96,routine
496406,20161214,,,94,routine
166628,20140117,,,97,routine
166628,20130605,,,97,routine
166628,20130110,,,98,routine
166628,20140617,,,,followup
166628,20140604,,,97,routine
166628,20150422,,,,followup
166628,20150311,,,,followup
166628,20150227,,,90,routine
166628,20160108,,,93,routine
166628,20160108,,,,followup
166628,20160212,,,,followup
166628,20161214,,,92,routine
598227,20151204,,,100,routine
598227,20141218,,,100,routine
598227,20130618,,,100,routine
598227,20161214,,,100,routine
375639,20121206,,,96,routine
375639,20110803,,,100,routine
375639,20151123,,,95,routine
375639,20141205,,,100,routine
375639,20131216,,,100,routine
375639,20161214,,,100,routine
350591,20121206,,,98,routine
350591,20110818,,,98,routine
350591,20151204,,,100,routine
350591,20141218,,,100,routine
350591,20131025,,,99,routine
350591,20161214,,,100,routine
536668,20130822,,,,followup
536668,20130806,,,92,routine
536668,20130514,,,,followup
536668,20140603,,,92,routine
536668,20140603,,,,followup
536668,20140521,,,85,routine
536668,20150302,,,90,routine
536668,20151015,,,,followup
536668,20150722,,,90,routine
536668,20150309,,,,followup
536668,20160126,,,80,routine
536668,20160202,,,94,routine
536668,20160202,,,,followup
536668,20160603,,,80,routine
536668,20160610,,,95,routine
536668,20160610,,,,followup
536668,20160728,,,,followup
536668,20161214,,,90,routine
271695,20130731,,,97,routine
271695,20121219,,,98,routine
271695,20120706,,,95,routine
271695,20151221,,,99,routine
271695,20150213,,,98,routine
271695,20140722,,,95,routine
271695,20161214,,,97,routine
449869,20130717,,,98,routine
449869,20120321,,,98,routine
449869,20151204,,,98,routine
449869,20141204,,,100,routine
449869,20130924,,,,followup
449869,20161214,,,100,routine
562666,20150622,,,97,routine
562666,20150115,,,,followup
562666,20141212,,,95,routine
562666,20160315,,,99,routine
562666,20160315,,,,followup
562666,20161214,,,99,routine
507583,20130715,,,98,routine
507583,20130117,,,99,routine
507583,20120618,,,98,routine
507583,20141201,,,99,routine
507583,20140402,,,,followup
507583,20140313,,,98,routine
507583,20150309,,,,followup
507583,20150902,,,90,routine
507583,20150302,,,,followup
507583,20150209,,,,followup
507583,20160222,,,,followup
507583,20160216,,,,followup
507583,20160413,,,97,routine
507583,20161214,,,98,routine
272414,20130715,,,98,routine
272414,20130117,,,98,routine
272414,20120618,,,97,routine
272414,20141201,,,,followup
272414,20140930,,,92,routine
272414,20140313,,,97,routine
272414,20150921,,,,followup
272414,20150902,,,90,routine
272414,20150218,,,97,routine
272414,20160413,,,97,routine
272414,20160919,,,,followup
272414,20160914,,,,followup
272414,20161214,,,95,routine
159982,20131230,,,94,routine
159982,20120621,,,100,routine
159982,20151223,,,98,routine
159982,20141203,,,96,routine
159982,20140123,,,,followup
159982,20161214,,,96,routine
83776,20131022,,,,followup
83776,20131009,,,90,routine
83776,20121113,,,,followup
83776,20140523,,,,followup
83776,20140521,,,,followup
83776,20150731,,,,followup
83776,20150723,,,91,routine
83776,20141113,,,94,routine
83776,20160509,,,92,routine
83776,20161214,,,92,routine
83776,20161214,,,,followup
387365,20130815,,,93,routine
387365,20130308,,,94,routine
387365,20121101,,,96,routine
387365,20150114,,,,routine
387365,20150114,,,,routine
387365,20140912,,,98,routine
387365,20140411,,,97,routine
387365,20150130,,,96,routine
387365,20151224,,,99,routine
387365,20150603,,,,followup
387365,20150415,,,97,routine
387365,20160929,,,96,routine
387365,20161214,,,,followup
452547,20131114,,,,followup
452547,20131105,,,90,routine
452547,20130329,,,,followup
452547,20150304,,,96,routine
452547,20140415,,,91,routine
452547,20140415,,,,followup
452547,20140403,,,85,routine
452547,20160210,,,92,routine
452547,20160210,,,,followup
452547,20160203,,,67,routine
452547,20161214,,,90,routine
74329,20130924,,,,followup
74329,20130910,,,95,routine
74329,20130220,,,95,routine
74329,20141212,,,91,routine
74329,20140520,,,,followup
74329,20150729,,,,followup
74329,20150721,,,90,routine
74329,20141218,,,,followup
74329,20160505,,,96,routine
74329,20160505,,,,followup
74329,20160504,,,83,routine
74329,20160714,,,94,routine
74329,20161214,,,92,routine
347340,20120828,,,99,routine
347340,20110630,,,100,routine
347340,20151207,,,100,routine
347340,20141230,,,100,routine
347340,20131202,,,99,routine
347340,20161214,,,100,routine
69738,20140107,,,,followup
69738,20131230,,,96,routine
69738,20120621,,,97,routine
69738,20151223,,,95,routine
69738,20141217,,,,followup
69738,20141208,,,96,routine
69738,20161214,,,95,routine
69738,20161214,,,,followup
333159,20130115,,,98,routine
333159,20140709,,,96,routine
333159,20151020,,,95,routine
333159,20150304,,,99,routine
333159,20140715,,,,followup
333159,20160608,,,98,routine
333159,20161214,,,99,routine
329948,20131025,,,95,routine
329948,20131021,,,,routine
329948,20131014,,,,routine
329948,20150814,,,97,routine
329948,20140923,,,,followup
329948,20140902,,,92,routine
329948,20160314,,,,routine
329948,20160401,,,96,routine
329948,20161214,,,98,routine
86103,20130712,,,96,routine
86103,20130108,,,94,routine
86103,20120706,,,,followup
86103,20150219,,,96,routine
86103,20140501,,,93,routine
86103,20140501,,,,followup
86103,20140430,,,90,routine
86103,20160115,,,90,routine
86103,20160126,,,,followup
86103,20161116,,,91,routine
86103,20161214,,,,followup
260684,20120531,,,100,routine
260684,20110426,,,98,routine
260684,20150814,,,97,routine
260684,20140827,,,99,routine
260684,20130701,,,96,routine
260684,20161214,,,100,routine
452304,20121002,,,98,routine
452304,20110613,,,97,routine
452304,20151125,,,93,routine
452304,20141217,,,98,routine
452304,20131216,,,99,routine
452304,20161214,,,99,routine
376604,20130617,,,,followup
376604,20130524,,,94,routine
376604,20121113,,,98,routine
376604,20141118,,,,followup
376604,20141103,,,97,routine
376604,20150420,,,98,routine
376604,20150126,,,,followup
376604,20150112,,,,followup
376604,20160503,,,96,routine
376604,20161207,,,92,routine
376604,20161214,,,,followup
277874,20131115,,,97,routine
277874,20130430,,,96,routine
277874,20120705,,,,routine
277874,20150513,,,97,routine
277874,20141216,,,96,routine
277874,20140620,,,97,routine
277874,20160129,,,93,routine
277874,20161214,,,94,routine
517606,20131016,,,,followup
517606,20131007,,,92,routine
517606,20130710,,,94,routine
517606,20140624,,,96,routine
517606,20150311,,,97,routine
517606,20141114,,,,followup
517606,20140902,,,,followup
517606,20160316,,,96,routine
517606,20161214,,,97,routine
346255,20121119,,,100,routine
346255,20111025,,,98,routine
346255,20151118,,,99,routine
346255,20141209,,,94,routine
346255,20131220,,,97,routine
346255,20161214,,,98,routine
378516,20120425,,,97,routine
378516,20110420,,,95,routine
378516,20151124,,,100,routine
378516,20141218,,,100,routine
378516,20130607,,,100,routine
378516,20161214,,,,routine
182798,20130821,,,,routine
182798,20150107,,,100,routine
182798,20140108,,,100,routine
182798,20131204,,,,followup
182798,20160422,,,100,routine
182798,20161214,,,100,routine
284550,20120517,,,,followup
284550,20120502,,,96,routine
284550,20151209,,,98,routine
284550,20141217,,,99,routine
284550,20130705,,,97,routine
284550,20130705,,,97,routine
284550,20161214,,,94,routine
284550,20161214,,,,followup
329065,20131024,,,94,routine
329065,20130307,,,97,routine
329065,20150311,,,96,routine
329065,20140519,,,97,routine
329065,20131119,,,,followup
329065,20160210,,,96,routine
329065,20161214,,,93,routine
299578,20121211,,,98,routine
299578,20111028,,,99,routine
299578,20151224,,,98,routine
299578,20141223,,,100,routine
299578,20131220,,,98,routine
299578,20161214,,,99,routine
479671,20120217,,,100,routine
479671,20110131,,,98,routine
479671,20150909,,,100,routine
479671,20140317,,,100,routine
479671,20130318,,,96,routine
479671,20161129,,,96,routine
479671,20161214,,,,followup
228428,20130606,,,100,routine
228428,20120208,,,96,routine
228428,20151209,,,,followup
228428,20151118,,,95,routine
228428,20140922,,,98,routine
228428,20161214,,,90,routine
514688,20131217,,,100,routine
514688,20120802,,,97,routine
514688,20110613,,,100,routine
514688,20151123,,,100,routine
514688,20151123,,,,followup
514688,20150421,,,,followup
514688,20141215,,,100,routine
514688,20161214,,,100,routine
463123,20130503,,,96,routine
463123,20120321,,,,followup
463123,20120315,,,90,routine
463123,20120315,,,,followup
463123,20151113,,,,followup
463123,20151105,,,92,routine
463123,20141024,,,97,routine
463123,20161214,,,96,routine
463123,20161214,,,,followup
411936,20121011,,,96,routine
411936,20110927,,,100,routine
411936,20151215,,,97,routine
411936,20141215,,,98,routine
411936,20131127,,,98,routine
411936,20161214,,,94,routine
255610,20130612,,,,followup
255610,20130611,,,90,routine
255610,20130606,,,,followup
255610,20151203,,,96,routine
255610,20141209,,,95,routine
255610,20140703,,,95,routine
255610,20161214,,,99,routine
491260,20120504,,,100,routine
491260,20110419,,,98,routine
491260,20151224,,,100,routine
491260,20141223,,,100,routine
491260,20130702,,,100,routine
491260,20161214,,,100,routine
441906,20121221,,,100,routine
441906,20111213,,,99,routine
441906,20151216,,,98,routine
441906,20141212,,,100,routine
441906,20131217,,,98,routine
441906,20161214,,,98,routine
404458,20130627,,,94,routine
404458,20130109,,,,followup
404458,20130102,,,91,routine
404458,20140220,,,93,routine
404458,20150311,,,94,routine
404458,20141008,,,93,routine
404458,20140225,,,,followup
404458,20160104,,,96,routine
404458,20160309,,,,followup
404458,20161214,,,90,routine
489091,20131106,,,93,routine
489091,20130301,,,,followup
489091,20150818,,,95,routine
489091,20140903,,,94,routine
489091,20131122,,,,followup
489091,20160328,,,91,routine
489091,20161214,,,91,routine
269831,20120622,,,96,routine
269831,20111202,,,100,routine
269831,20151116,,,97,routine
269831,20141105,,,97,routine
269831,20131025,,,100,routine
269831,20161214,,,100,routine
583567,20151029,,,,followup
583567,20150921,,,90,routine
583567,20141212,,,98,routine
583567,20160316,,,97,routine
583567,20161214,,,97,routine
565602,20151208,,,97,routine
565602,20141213,,,97,routine
565602,20130421,,,100,routine
565602,20161214,,,98,routine
565602,20161212,,,,routine
283130,20130628,,,100,routine
283130,20120706,,,100,routine
283130,20120525,,,,followup
283130,20140408,,,100,routine
283130,20150930,,,97,routine
283130,20150406,,,,followup
283130,20150311,,,95,routine
283130,20160203,,,98,routine
283130,20161214,,,98,routine
290006,20130930,,,100,routine
290006,20121227,,,100,routine
290006,20120503,,,97,routine
290006,20140425,,,100,routine
290006,20151130,,,100,routine
290006,20150205,,,100,routine
290006,20140516,,,99,routine
290006,20161214,,,98,routine
433148,20131025,,,98,routine
433148,20120724,,,99,routine
433148,20110413,,,100,routine
433148,20151208,,,98,routine
433148,20141124,,,,followup
433148,20141105,,,98,routine
433148,20161214,,,100,routine
317073,20130624,,,100,routine
317073,20130123,,,97,routine
317073,20150227,,,99,routine
317073,20140620,,,98,routine
317073,20140102,,,99,routine
317073,20160108,,,99,routine
317073,20161214,,,99,routine
491404,20130115,,,100,routine
491404,20151020,,,99,routine
491404,20150304,,,98,routine
491404,20140715,,,96,routine
491404,20160608,,,100,routine
491404,20161214,,,100,routine
500828,20131113,,,100,routine
500828,20130213,,,98,routine
500828,20120723,,,99,routine
500828,20151208,,,100,routine
500828,20150310,,,100,routine
500828,20140627,,,99,routine
500828,20161214,,,100,routine
263943,20130430,,,97,routine
263943,20120207,,,94,routine
263943,20110119,,,98,routine
263943,20141009,,,95,routine
263943,20140925,,,100,routine
263943,20151209,,,100,routine
263943,20150115,,,,followup
263943,20141125,,,,followup
263943,20161214,,,100,routine
302270,20120606,,,98,routine
302270,20120509,,,,followup
302270,20151118,,,97,routine
302270,20141209,,,97,routine
302270,20130718,,,99,routine
302270,20161214,,,97,routine
465108,20130529,,,97,routine
465108,20121113,,,98,routine
465108,20120604,,,95,routine
465108,20140212,,,96,routine
465108,20150406,,,98,routine
465108,20140916,,,95,routine
465108,20140326,,,,followup
465108,20160222,,,91,routine
465108,20161207,,,92,routine
465108,20161214,,,,followup
367512,20130220,,,,routine
367512,20111027,,,99,routine
367512,20151215,,,97,routine
367512,20140919,,,100,routine
367512,20130220,,,100,routine
367512,20161214,,,100,routine
251195,20130702,,,90,routine
251195,20120816,,,94,routine
251195,20120316,,,92,routine
251195,20150617,,,,followup
251195,20150611,,,90,routine
251195,20140910,,,92,routine
251195,20160302,,,90,routine
251195,20161214,,,,followup
251195,20161213,,,,routine
340407,20120523,,,98,routine
340407,20110420,,,98,routine
340407,20151124,,,98,routine
340407,20140828,,,97,routine
340407,20130523,,,100,routine
340407,20161214,,,100,routine
384601,20120221,,,94,routine
384601,20110204,,,95,routine
384601,20151203,,,96,routine
384601,20141209,,,96,routine
384601,20130404,,,96,routine
384601,20161214,,,98,routine
284560,20131212,,,100,routine
284560,20121105,,,99,routine
284560,20110503,,,99,routine
284560,20151224,,,99,routine
284560,20141223,,,100,routine
284560,20131212,,,,routine
284560,20161214,,,100,routine
571283,20140516,,,90,routine
571283,20150320,,,,followup
571283,20150310,,,92,routine
571283,20150310,,,,followup
571283,20140611,,,,followup
571283,20160307,,,94,routine
571283,20161214,,,90,routine
573235,20141124,,,,followup
573235,20141110,,,90,routine
573235,20151208,,,,routine
573235,20151203,,,100,routine
573235,20150114,,,,followup
573235,20161214,,,100,routine
284284,20130913,,,93,routine
284284,20130207,,,98,routine
284284,20151124,,,96,routine
284284,20151124,,,,followup
284284,20140722,,,97,routine
284284,20130923,,,,followup
284284,20160706,,,96,routine
284284,20160706,,,,followup
284284,20161214,,,92,routine
462163,20131024,,,100,routine
462163,20130408,,,,followup
462163,20130325,,,94,routine
462163,20150811,,,97,routine
462163,20150220,,,98,routine
462163,20140416,,,96,routine
462163,20160407,,,94,routine
462163,20161214,,,94,routine
498813,20130826,,,100,routine
498813,20130826,,,,routine
498813,20130131,,,100,routine
498813,20130131,,,,routine
498813,20120514,,,,followup
498813,20150910,,,100,routine
498813,20150910,,,100,routine
498813,20150910,,,,routine
498813,20141223,,,100,routine
498813,20141223,,,100,routine
498813,20141223,,,,routine
498813,20140227,,,100,routine
498813,20140227,,,100,routine
498813,20140227,,,,routine
498813,20160413,,,100,routine
498813,20160413,,,98,routine
498813,20160413,,,98,routine
498813,20161214,,,98,routine
498813,20161214,,,97,routine
498813,20161214,,,97,routine
338958,20131011,,,98,routine
338958,20130314,,,97,routine
338958,20121108,,,96,routine
338958,20140311,,,96,routine
338958,20150528,,,92,routine
338958,20141009,,,,followup
338958,20141007,,,91,routine
338958,20160310,,,95,routine
338958,20161214,,,93,routine
461948,20130920,,,,followup
461948,20130917,,,93,routine
461948,20130131,,,95,routine
461948,20140724,,,,followup
461948,20140716,,,95,routine
461948,20150129,,,97,routine
461948,20150505,,,97,routine
461948,20160112,,,,followup
461948,20160105,,,90,routine
461948,20161207,,,90,routine
461948,20161214,,,,followup
61593,20121221,,,100,routine
61593,20110812,,,100,routine
61593,20151216,,,,routine
61593,20141217,,,100,routine
61593,20131223,,,100,routine
61593,20161214,,,100,routine
468291,20120308,,,99,routine
468291,20110208,,,98,routine
468291,20151123,,,98,routine
468291,20140925,,,97,routine
468291,20130509,,,100,routine
468291,20161214,,,99,routine
68103,20121211,,,,followup
68103,20121109,,,98,routine
68103,20150804,,,,routine
68103,20140314,,,98,routine
68103,20130318,,,100,routine
68103,20161214,,,96,routine
79946,20131115,,,94,routine
79946,20120828,,,,followup
79946,20120822,,,93,routine
79946,20141219,,,95,routine
79946,20151105,,,98,routine
79946,20150107,,,,followup
79946,20150106,,,,followup
79946,20161214,,,97,routine
338508,20131205,,,,followup
338508,20130529,,,,routine
338508,20121107,,,,routine
338508,20150113,,,90,routine
338508,20150113,,,,followup
338508,20141230,,,,followup
338508,20140422,,,,followup
338508,20151229,,,93,routine
338508,20151229,,,,followup
338508,20151228,,,,routine
338508,20150123,,,,followup
338508,20160321,,,97,routine
338508,20160203,,,,followup
338508,20161214,,,94,routine
338508,20161214,,,,followup
422406,20111228,,,96,routine
422406,20151215,,,97,routine
422406,20140930,,,100,routine
422406,20130430,,,96,routine
422406,20161214,,,100,routine
438261,20130709,,,,followup
438261,20130702,,,90,routine
438261,20121211,,,99,routine
438261,20150527,,,94,routine
438261,20140909,,,96,routine
438261,20140211,,,96,routine
438261,20160203,,,95,routine
438261,20160330,,,,followup
438261,20161214,,,87,routine
437625,20131227,,,99,routine
437625,20130710,,,98,routine
437625,20121022,,,99,routine
437625,20150717,,,96,routine
437625,20150106,,,94,routine
437625,20140710,,,100,routine
437625,20160201,,,96,routine
437625,20160315,,,,followup
437625,20160706,,,97,routine
437625,20161214,,,98,routine
523515,20131218,,,98,routine
523515,20120711,,,97,routine
523515,20110929,,,96,routine
523515,20151201,,,100,routine
523515,20141231,,,,followup
523515,20141210,,,98,routine
523515,20161214,,,98,routine
97094,20130924,,,100,routine
97094,20130509,,,95,routine
97094,20120207,,,,followup
97094,20151201,,,98,routine
97094,20150922,,,,followup
97094,20141202,,,97,routine
97094,20161214,,,97,routine
303222,20131121,,,94,routine
303222,20131121,,,,followup
303222,20130808,,,,routine
303222,20150211,,,99,routine
303222,20140416,,,98,routine
303222,20131217,,,,followup
303222,20160112,,,99,routine
303222,20160513,,,,followup
303222,20161214,,,96,routine
303222,20161214,,,,followup
295986,20121221,,,100,routine
295986,20121024,,,100,routine
295986,20151216,,,98,routine
295986,20141212,,,97,routine
295986,20131231,,,96,routine
295986,20161214,,,100,routine
521071,20130627,,,98,routine
521071,20130627,,,,followup
521071,20130416,,,,followup
521071,20121218,,,,followup
521071,20140424,,,95,routine
521071,20140319,,,,followup
521071,20140211,,,93,routine
521071,20150925,,,,followup
521071,20150831,,,90,routine
521071,20150226,,,96,routine
521071,20160309,,,95,routine
521071,20161214,,,90,routine
307485,20130910,,,97,routine
307485,20130705,,,99,routine
307485,20150324,,,96,routine
307485,20141031,,,96,routine
307485,20140430,,,94,routine
307485,20160203,,,96,routine
307485,20161214,,,92,routine
71773,20130716,,,99,routine
71773,20130716,,,,routine
71773,20140311,,,99,routine
71773,20140311,,,,routine
71773,20150522,,,,followup
71773,20150514,,,97,routine
71773,20150514,,,94,routine
71773,20150514,,,,routine
71773,20140930,,,99,routine
71773,20140930,,,98,routine
71773,20140930,,,,routine
71773,20160426,,,100,routine
71773,20160426,,,99,routine
71773,20160426,,,,routine
71773,20161214,,,100,routine
71773,20161214,,,98,routine
71773,20161214,,,98,routine
71773,20161214,,,,routine
1006425,20161123,,,100,routine
1006425,20161214,,,97,routine
599250,20151204,,,100,routine
599250,20141204,,,100,routine
599250,20141107,,,100,routine
599250,20161214,,,98,routine
605359,20150205,,,99,routine
605359,20160112,,,,followup
605359,20160105,,,92,routine
605359,20161214,,,91,routine
379542,20130923,,,98,routine
379542,20140509,,,93,routine
379542,20151204,,,96,routine
379542,20150716,,,96,routine
379542,20141209,,,100,routine
379542,20160621,,,97,routine
379542,20160621,,,,followup
379542,20161214,,,93,routine
575802,20150403,,,,routine
575802,20140807,,,93,routine
575802,20160107,,,90,routine
575802,20160107,,,,followup
575802,20160106,,,,routine
575802,20161214,,,90,routine
575802,20161214,,,,followup
455129,20131018,,,97,routine
455129,20130718,,,100,routine
455129,20141007,,,,followup
455129,20140806,,,95,routine
455129,20151214,,,98,routine
455129,20150317,,,97,routine
455129,20141017,,,,followup
455129,20160202,,,98,routine
455129,20161214,,,99,routine
474727,20151201,,,100,routine
474727,20141215,,,95,routine
474727,20131028,,,96,routine
474727,20161214,,,99,routine
491394,20131001,,,100,routine
491394,20151203,,,99,routine
491394,20150317,,,100,routine
491394,20140709,,,100,routine
491394,20160315,,,98,routine
491394,20161214,,,100,routine
398895,20131217,,,92,routine
398895,20141205,,,,followup
398895,20141125,,,,followup
398895,20141113,,,91,routine
398895,20150806,,,,followup
398895,20150731,,,,followup
398895,20150723,,,90,routine
398895,20160515,,,97,routine
398895,20160515,,,,followup
398895,20160513,,,,followup
398895,20160510,,,,followup
398895,20161214,,,,followup
614073,20150413,,,98,routine
614073,20151229,,,98,routine
614073,20150727,,,,followup
614073,20150623,,,,followup
614073,20161104,,,,routine
614073,20161028,,,99,routine
614073,20161028,,,,followup
614073,20161026,,,,followup
